appliance_guess,cluster,start,end,duration_s,magnitude_w
air conditioner,2,2013-06-09 21:52:35+05:30,2013-06-09 21:59:22+05:30,407.0,1724.53662109375
air conditioner,2,2013-06-09 21:52:23+05:30,2013-06-09 21:59:27+05:30,424.0,1478.8876953125
air conditioner,2,2013-06-09 21:59:47+05:30,2013-06-09 21:59:59+05:30,12.0,2028.252685546875
air conditioner,2,2013-06-09 22:00:09+05:30,2013-06-09 22:00:26+05:30,17.0,2031.971923828125
air conditioner,2,2013-06-09 22:00:32+05:30,2013-06-09 22:00:53+05:30,21.0,1999.01611328125
air conditioner,2,2013-06-09 21:52:16+05:30,2013-06-09 22:00:59+05:30,523.0,1992.838134765625
air conditioner,2,2013-06-09 21:50:16+05:30,2013-06-09 22:01:06+05:30,650.0,1985.92724609375
air conditioner,2,2013-06-09 21:50:06+05:30,2013-06-09 22:01:19+05:30,673.0,1967.20068359375
air conditioner,2,2013-06-09 21:49:54+05:30,2013-06-09 22:01:28+05:30,694.0,1957.517578125
air conditioner,2,2013-06-09 21:48:59+05:30,2013-06-09 22:01:39+05:30,760.0,1954.70166015625
air conditioner,2,2013-06-09 21:48:41+05:30,2013-06-09 22:01:55+05:30,794.0,1943.4267578125
air conditioner,2,2013-06-09 21:48:12+05:30,2013-06-09 22:02:00+05:30,828.0,1938.8916015625
air conditioner,2,2013-06-09 22:02:52+05:30,2013-06-09 22:03:31+05:30,39.0,2185.212646484375
air conditioner,2,2013-06-09 22:04:10+05:30,2013-06-09 22:04:18+05:30,8.0,2180.575927734375
air conditioner,2,2013-06-09 22:03:49+05:30,2013-06-09 22:04:26+05:30,37.0,2177.881103515625
air conditioner,2,2013-06-09 22:05:04+05:30,2013-06-09 22:05:11+05:30,7.0,2166.733642578125
air conditioner,2,2013-06-09 22:05:45+05:30,2013-06-09 22:06:08+05:30,23.0,1971.826171875
air conditioner,2,2013-06-09 22:06:17+05:30,2013-06-09 22:06:28+05:30,11.0,2189.452880859375
air conditioner,2,2013-06-09 22:05:26+05:30,2013-06-09 22:06:44+05:30,78.0,2163.09716796875
air conditioner,2,2013-06-09 22:06:53+05:30,2013-06-09 22:07:01+05:30,8.0,2161.033203125
air conditioner,2,2013-06-09 22:08:08+05:30,2013-06-09 22:08:22+05:30,14.0,2240.07421875
air conditioner,2,2013-06-09 22:07:57+05:30,2013-06-09 22:08:30+05:30,33.0,2133.664306640625
air conditioner,2,2013-06-09 22:04:39+05:30,2013-06-09 22:08:50+05:30,251.0,2133.793212890625
air conditioner,2,2013-06-09 22:09:27+05:30,2013-06-09 22:09:34+05:30,7.0,2216.2373046875
air conditioner,2,2013-06-09 22:09:20+05:30,2013-06-09 22:10:13+05:30,53.0,2229.801025390625
air conditioner,2,2013-06-09 22:04:35+05:30,2013-06-09 22:10:36+05:30,361.0,2234.48486328125
air conditioner,2,2013-06-09 22:11:46+05:30,2013-06-09 22:11:52+05:30,6.0,2235.618896484375
air conditioner,2,2013-06-09 22:12:19+05:30,2013-06-09 22:12:30+05:30,11.0,2232.30419921875
air conditioner,2,2013-06-09 22:12:42+05:30,2013-06-09 22:12:46+05:30,4.0,2155.093994140625
air conditioner,2,2013-06-09 22:13:06+05:30,2013-06-09 22:13:22+05:30,16.0,2126.611572265625
air conditioner,2,2013-06-09 22:12:01+05:30,2013-06-09 22:13:36+05:30,95.0,2133.245849609375
air conditioner,2,2013-06-09 22:17:03+05:30,2013-06-09 22:17:21+05:30,18.0,2180.059814453125
air conditioner,2,2013-06-09 22:17:26+05:30,2013-06-09 22:17:46+05:30,20.0,2156.982421875
air conditioner,2,2013-06-09 22:18:11+05:30,2013-06-09 22:18:32+05:30,21.0,2134.741455078125
air conditioner,2,2013-06-09 22:19:22+05:30,2013-06-09 22:19:29+05:30,7.0,2118.71044921875
air conditioner,2,2013-06-09 22:20:00+05:30,2013-06-09 22:20:16+05:30,16.0,2142.4296875
laptop computer,1,2013-06-09 21:42:44+05:30,2013-06-09 22:23:04+05:30,2420.0,79.17333984375
water filter,5,2013-06-09 22:24:06+05:30,2013-06-09 22:27:16+05:30,190.0,33.11669921875
television,4,2013-06-10 01:27:36+05:30,2013-06-10 01:36:19+05:30,523.0,111.657470703125
laptop computer,1,2013-06-10 02:20:49+05:30,2013-06-10 02:29:08+05:30,499.0,80.6417236328125
laptop computer,1,2013-06-10 04:09:39+05:30,2013-06-10 04:17:47+05:30,488.0,50.114044189453125
laptop computer,1,2013-06-10 04:37:37+05:30,2013-06-10 04:45:32+05:30,475.0,59.795501708984375
television,4,2013-06-10 06:00:59+05:30,2013-06-10 06:08:46+05:30,467.0,150.708740234375
water filter,5,2013-06-10 05:24:50+05:30,2013-06-10 06:19:17+05:30,3267.0,49.406982421875
air conditioner,2,2013-06-10 06:05:12+05:30,2013-06-10 06:24:01+05:30,1129.0,1725.1669921875
laptop computer,1,2013-06-10 06:43:02+05:30,2013-06-10 06:51:34+05:30,512.0,69.8099365234375
water filter,5,2013-06-10 06:57:11+05:30,2013-06-10 06:57:49+05:30,38.0,47.1671142578125
water filter,5,2013-06-10 06:40:30+05:30,2013-06-10 06:59:53+05:30,1163.0,47.29290771484375
water motor,0,2013-06-10 07:01:53+05:30,2013-06-10 07:02:05+05:30,12.0,215.37811279296875
water motor,0,2013-06-10 07:01:47+05:30,2013-06-10 07:02:12+05:30,25.0,218.9608154296875
water motor,0,2013-06-10 07:02:46+05:30,2013-06-10 07:02:59+05:30,13.0,171.86370849609375
television,4,2013-06-10 07:02:00+05:30,2013-06-10 07:09:37+05:30,457.0,109.01095581054688
water motor,0,2013-06-10 07:11:41+05:30,2013-06-10 07:20:28+05:30,527.0,196.3690185546875
television,4,2013-06-10 07:21:48+05:30,2013-06-10 07:28:11+05:30,383.0,121.98699951171875
water motor,0,2013-06-10 07:02:37+05:30,2013-06-10 07:29:15+05:30,1598.0,192.70187377929688
laptop computer,1,2013-06-10 07:20:02+05:30,2013-06-10 07:37:54+05:30,1072.0,51.34881591796875
water filter,5,2013-06-10 07:36:46+05:30,2013-06-10 07:38:16+05:30,90.0,33.15679931640625
television,4,2013-06-10 07:39:57+05:30,2013-06-10 07:40:06+05:30,9.0,89.18411254882812
laptop computer,1,2013-06-10 07:42:50+05:30,2013-06-10 07:45:53+05:30,183.0,55.6959228515625
water motor,0,2013-06-10 07:48:58+05:30,2013-06-10 07:49:13+05:30,15.0,216.2545166015625
television,4,2013-06-10 07:48:39+05:30,2013-06-10 07:49:23+05:30,44.0,88.795166015625
laptop computer,1,2013-06-10 07:09:27+05:30,2013-06-10 07:57:32+05:30,2885.0,55.906158447265625
water filter,5,2013-06-10 07:44:22+05:30,2013-06-10 08:09:17+05:30,1495.0,34.580474853515625
water filter,5,2013-06-10 07:35:02+05:30,2013-06-10 08:10:48+05:30,2146.0,42.1668701171875
water filter,5,2013-06-10 07:30:08+05:30,2013-06-10 08:15:31+05:30,2723.0,41.260955810546875
laptop computer,1,2013-06-10 08:18:23+05:30,2013-06-10 08:24:08+05:30,345.0,62.622467041015625
television,4,2013-06-10 08:15:00+05:30,2013-06-10 08:51:12+05:30,2172.0,95.52630615234375
television,4,2013-06-10 08:59:21+05:30,2013-06-10 09:18:51+05:30,1170.0,103.9981689453125
laptop computer,1,2013-06-10 09:01:29+05:30,2013-06-10 09:27:27+05:30,1558.0,77.68829345703125
water filter,5,2013-06-10 09:33:49+05:30,2013-06-10 09:44:27+05:30,638.0,47.576690673828125
laptop computer,1,2013-06-10 09:42:05+05:30,2013-06-10 09:52:46+05:30,641.0,71.8948974609375
water filter,5,2013-06-10 10:11:50+05:30,2013-06-10 10:13:11+05:30,81.0,39.79962158203125
laptop computer,1,2013-06-10 10:12:37+05:30,2013-06-10 10:21:49+05:30,552.0,65.77490234375
television,4,2013-06-10 09:39:00+05:30,2013-06-10 10:23:58+05:30,2698.0,120.4114990234375
water filter,5,2013-06-10 10:29:12+05:30,2013-06-10 10:54:26+05:30,1514.0,32.7667236328125
water filter,5,2013-06-10 11:11:52+05:30,2013-06-10 11:12:46+05:30,54.0,33.640533447265625
kitchen outlets,3,2013-06-10 11:04:52+05:30,2013-06-10 11:33:32+05:30,1720.0,426.68463134765625
water filter,5,2013-06-10 11:07:10+05:30,2013-06-10 11:36:09+05:30,1739.0,35.297210693359375
laptop computer,1,2013-06-10 12:14:32+05:30,2013-06-10 12:18:00+05:30,208.0,58.94903564453125
kitchen outlets,3,2013-06-10 12:00:28+05:30,2013-06-10 12:25:56+05:30,1528.0,441.4108581542969
water filter,5,2013-06-10 12:37:11+05:30,2013-06-10 12:41:45+05:30,274.0,39.119140625
laptop computer,1,2013-06-10 12:47:21+05:30,2013-06-10 13:01:17+05:30,836.0,55.75250244140625
water filter,5,2013-06-10 13:07:14+05:30,2013-06-10 13:16:30+05:30,556.0,35.73931884765625
laptop computer,1,2013-06-10 13:15:36+05:30,2013-06-10 13:20:24+05:30,288.0,65.482421875
laptop computer,1,2013-06-10 13:21:19+05:30,2013-06-10 13:23:45+05:30,146.0,82.01837158203125
television,4,2013-06-10 12:41:04+05:30,2013-06-10 13:34:03+05:30,3179.0,86.00274658203125
water filter,5,2013-06-10 13:33:12+05:30,2013-06-10 13:36:48+05:30,216.0,43.7197265625
laptop computer,1,2013-06-10 13:28:59+05:30,2013-06-10 14:07:08+05:30,2289.0,64.01959228515625
television,4,2013-06-10 14:39:37+05:30,2013-06-10 14:56:50+05:30,1033.0,117.51889038085938
water filter,5,2013-06-10 14:37:20+05:30,2013-06-10 15:10:29+05:30,1989.0,33.469696044921875
laptop computer,1,2013-06-10 15:14:41+05:30,2013-06-10 15:26:40+05:30,719.0,52.84381103515625
laptop computer,1,2013-06-10 15:28:28+05:30,2013-06-10 15:31:03+05:30,155.0,64.33480834960938
laptop computer,1,2013-06-10 15:27:43+05:30,2013-06-10 15:32:14+05:30,271.0,79.79190063476562
laptop computer,1,2013-06-10 15:09:32+05:30,2013-06-10 15:41:59+05:30,1947.0,83.50653076171875
laptop computer,1,2013-06-10 14:54:28+05:30,2013-06-10 15:48:01+05:30,3213.0,70.142822265625
television,4,2013-06-10 15:47:54+05:30,2013-06-10 15:59:10+05:30,676.0,117.88742065429688
television,4,2013-06-10 15:32:33+05:30,2013-06-10 16:17:13+05:30,2680.0,151.42376708984375
water filter,5,2013-06-10 15:45:21+05:30,2013-06-10 16:23:48+05:30,2307.0,41.27471923828125
water motor,0,2013-06-10 15:47:42+05:30,2013-06-10 16:47:22+05:30,3580.0,289.3066101074219
television,4,2013-06-10 16:48:02+05:30,2013-06-10 16:48:28+05:30,26.0,95.50860595703125
water filter,5,2013-06-10 16:44:31+05:30,2013-06-10 16:48:35+05:30,244.0,30.763916015625
laptop computer,1,2013-06-10 16:49:13+05:30,2013-06-10 16:49:45+05:30,32.0,75.66827392578125
laptop computer,1,2013-06-10 16:43:18+05:30,2013-06-10 16:50:20+05:30,422.0,70.38568115234375
laptop computer,1,2013-06-10 16:51:53+05:30,2013-06-10 16:52:00+05:30,7.0,62.6510009765625
television,4,2013-06-10 16:53:46+05:30,2013-06-10 16:53:59+05:30,13.0,139.68814086914062
television,4,2013-06-10 16:53:15+05:30,2013-06-10 16:54:52+05:30,97.0,153.067626953125
water motor,0,2013-06-10 16:47:54+05:30,2013-06-10 16:55:06+05:30,432.0,170.88784790039062
water motor,0,2013-06-10 16:55:40+05:30,2013-06-10 16:56:00+05:30,20.0,265.12847900390625
water motor,0,2013-06-10 16:55:32+05:30,2013-06-10 16:56:06+05:30,34.0,251.49868774414062
water motor,0,2013-06-10 16:57:08+05:30,2013-06-10 16:57:12+05:30,4.0,254.78994750976562
water motor,0,2013-06-10 16:56:43+05:30,2013-06-10 16:57:32+05:30,49.0,254.70574951171875
water motor,0,2013-06-10 16:57:44+05:30,2013-06-10 16:58:19+05:30,35.0,247.3363037109375
laptop computer,1,2013-06-10 16:53:48+05:30,2013-06-10 17:04:26+05:30,638.0,75.5355224609375
laptop computer,1,2013-06-10 17:05:16+05:30,2013-06-10 17:05:24+05:30,8.0,51.907470703125
laptop computer,1,2013-06-10 17:05:13+05:30,2013-06-10 17:05:45+05:30,32.0,69.34771728515625
laptop computer,1,2013-06-10 17:05:53+05:30,2013-06-10 17:17:01+05:30,668.0,82.28567504882812
water motor,0,2013-06-10 18:03:48+05:30,2013-06-10 18:57:56+05:30,3248.0,182.38702392578125
laptop computer,1,2013-06-10 18:15:02+05:30,2013-06-10 18:58:18+05:30,2596.0,52.38311767578125
water filter,5,2013-06-10 19:06:26+05:30,2013-06-10 19:09:02+05:30,156.0,44.84173583984375
water filter,5,2013-06-10 19:09:40+05:30,2013-06-10 19:17:31+05:30,471.0,39.86822509765625
laptop computer,1,2013-06-10 19:39:58+05:30,2013-06-10 19:54:48+05:30,890.0,50.68365478515625
water filter,5,2013-06-10 20:07:30+05:30,2013-06-10 20:07:58+05:30,28.0,39.3973388671875
water motor,0,2013-06-10 20:07:55+05:30,2013-06-10 20:15:13+05:30,438.0,248.864990234375
water filter,5,2013-06-10 20:10:59+05:30,2013-06-10 20:15:33+05:30,274.0,42.486328125
water filter,5,2013-06-10 20:10:37+05:30,2013-06-10 20:20:12+05:30,575.0,47.56787109375
television,4,2013-06-10 20:15:24+05:30,2013-06-10 20:23:10+05:30,466.0,107.4609375
water filter,5,2013-06-10 20:40:24+05:30,2013-06-10 20:46:32+05:30,368.0,42.1669921875
water motor,0,2013-06-10 20:46:44+05:30,2013-06-10 20:49:37+05:30,173.0,235.06005859375
water filter,5,2013-06-10 20:49:48+05:30,2013-06-10 20:49:55+05:30,7.0,32.1435546875
water filter,5,2013-06-10 20:49:15+05:30,2013-06-10 20:56:40+05:30,445.0,37.3603515625
water filter,5,2013-06-10 20:48:26+05:30,2013-06-10 20:59:07+05:30,641.0,45.72998046875
water filter,5,2013-06-10 21:12:37+05:30,2013-06-10 21:21:01+05:30,504.0,35.5400390625
water filter,5,2013-06-10 20:47:38+05:30,2013-06-10 21:23:24+05:30,2146.0,40.58984375
water motor,0,2013-06-10 20:46:43+05:30,2013-06-10 21:40:41+05:30,3238.0,244.58984375
water filter,5,2013-06-10 22:09:45+05:30,2013-06-10 22:10:50+05:30,65.0,39.5302734375
laptop computer,1,2013-06-10 22:14:03+05:30,2013-06-10 22:49:49+05:30,2146.0,58.2099609375
water filter,5,2013-06-10 22:39:48+05:30,2013-06-10 23:06:52+05:30,1624.0,47.7998046875
air conditioner,2,2013-06-10 23:47:22+05:30,2013-06-10 23:47:31+05:30,9.0,2061.136962890625
air conditioner,2,2013-06-10 23:47:37+05:30,2013-06-10 23:48:00+05:30,23.0,2110.1064453125
air conditioner,2,2013-06-10 23:48:12+05:30,2013-06-10 23:48:22+05:30,10.0,2142.860595703125
air conditioner,2,2013-06-10 23:48:54+05:30,2013-06-10 23:49:00+05:30,6.0,2178.90869140625
air conditioner,2,2013-06-10 23:49:06+05:30,2013-06-10 23:49:08+05:30,2.0,2184.006591796875
air conditioner,2,2013-06-10 23:48:47+05:30,2013-06-10 23:49:18+05:30,31.0,2184.962890625
air conditioner,2,2013-06-10 23:48:39+05:30,2013-06-10 23:49:22+05:30,43.0,2185.593505859375
air conditioner,2,2013-06-10 23:49:39+05:30,2013-06-10 23:49:48+05:30,9.0,2316.30029296875
air conditioner,2,2013-06-10 23:48:31+05:30,2013-06-10 23:50:00+05:30,89.0,2324.753173828125
air conditioner,2,2013-06-10 23:50:25+05:30,2013-06-10 23:50:31+05:30,6.0,2326.294189453125
air conditioner,2,2013-06-10 23:50:18+05:30,2013-06-10 23:50:42+05:30,24.0,2334.779052734375
air conditioner,2,2013-06-10 23:50:51+05:30,2013-06-10 23:50:57+05:30,6.0,2355.73291015625
air conditioner,2,2013-06-10 23:51:31+05:30,2013-06-10 23:51:56+05:30,25.0,2371.534423828125
air conditioner,2,2013-06-10 23:52:21+05:30,2013-06-10 23:52:31+05:30,10.0,2179.4599609375
air conditioner,2,2013-06-10 23:53:07+05:30,2013-06-10 23:53:11+05:30,4.0,2557.011474609375
air conditioner,2,2013-06-10 23:52:59+05:30,2013-06-10 23:53:23+05:30,24.0,2556.337890625
air conditioner,2,2013-06-10 23:53:43+05:30,2013-06-10 23:53:49+05:30,6.0,2562.99365234375
air conditioner,2,2013-06-10 23:53:33+05:30,2013-06-10 23:54:03+05:30,30.0,2568.39892578125
air conditioner,2,2013-06-10 23:54:17+05:30,2013-06-10 23:54:19+05:30,2.0,2572.810546875
air conditioner,2,2013-06-10 23:54:39+05:30,2013-06-10 23:55:00+05:30,21.0,2568.218994140625
air conditioner,2,2013-06-10 23:55:19+05:30,2013-06-10 23:55:25+05:30,6.0,2537.0703125
air conditioner,2,2013-06-10 23:56:09+05:30,2013-06-10 23:56:19+05:30,10.0,2550.725830078125
air conditioner,2,2013-06-10 23:55:51+05:30,2013-06-10 23:56:41+05:30,50.0,2519.19580078125
air conditioner,2,2013-06-10 23:55:42+05:30,2013-06-10 23:56:45+05:30,63.0,2519.846923828125
air conditioner,2,2013-06-10 23:55:35+05:30,2013-06-10 23:57:00+05:30,85.0,2512.1474609375
air conditioner,2,2013-06-10 23:55:15+05:30,2013-06-10 23:57:10+05:30,115.0,2508.46923828125
air conditioner,2,2013-06-10 23:57:19+05:30,2013-06-10 23:57:25+05:30,6.0,2511.795166015625
air conditioner,2,2013-06-10 23:55:07+05:30,2013-06-10 23:57:40+05:30,153.0,2524.922607421875
air conditioner,2,2013-06-10 23:54:32+05:30,2013-06-10 23:57:47+05:30,195.0,2525.077880859375
kitchen outlets,3,2013-06-10 23:59:23+05:30,2013-06-10 23:59:34+05:30,11.0,485.90283203125
kitchen outlets,3,2013-06-10 23:59:39+05:30,2013-06-11 00:00:01+05:30,22.0,455.010498046875
kitchen outlets,3,2013-06-11 00:00:09+05:30,2013-06-11 00:00:15+05:30,6.0,441.832275390625
kitchen outlets,3,2013-06-10 23:59:08+05:30,2013-06-11 00:00:26+05:30,78.0,442.197998046875
kitchen outlets,3,2013-06-11 00:01:47+05:30,2013-06-11 00:02:11+05:30,24.0,368.530029296875
kitchen outlets,3,2013-06-11 00:02:31+05:30,2013-06-11 00:02:37+05:30,6.0,384.16748046875
kitchen outlets,3,2013-06-11 00:01:40+05:30,2013-06-11 00:03:04+05:30,84.0,386.125732421875
kitchen outlets,3,2013-06-11 00:01:21+05:30,2013-06-11 00:03:11+05:30,110.0,378.917724609375
kitchen outlets,3,2013-06-11 00:03:21+05:30,2013-06-11 00:03:27+05:30,6.0,365.5546875
kitchen outlets,3,2013-06-11 00:01:01+05:30,2013-06-11 00:03:41+05:30,160.0,360.53662109375
kitchen outlets,3,2013-06-11 00:00:54+05:30,2013-06-11 00:03:46+05:30,172.0,358.833251953125
kitchen outlets,3,2013-06-11 00:00:35+05:30,2013-06-11 00:04:09+05:30,214.0,346.860595703125
water motor,0,2013-06-11 00:04:23+05:30,2013-06-11 00:04:29+05:30,6.0,336.236328125
water motor,0,2013-06-11 00:04:43+05:30,2013-06-11 00:04:52+05:30,9.0,329.099365234375
water motor,0,2013-06-11 00:05:37+05:30,2013-06-11 00:06:04+05:30,27.0,183.013671875
water motor,0,2013-06-11 00:05:33+05:30,2013-06-11 00:06:22+05:30,49.0,192.716796875
water motor,0,2013-06-11 00:06:31+05:30,2013-06-11 00:06:37+05:30,6.0,194.53955078125
water motor,0,2013-06-11 00:06:57+05:30,2013-06-11 00:07:07+05:30,10.0,209.01953125
water motor,0,2013-06-11 00:07:20+05:30,2013-06-11 00:07:25+05:30,5.0,216.25341796875
water motor,0,2013-06-11 00:07:31+05:30,2013-06-11 00:07:57+05:30,26.0,235.87353515625
water motor,0,2013-06-11 00:08:22+05:30,2013-06-11 00:08:29+05:30,7.0,230.130615234375
water motor,0,2013-06-11 00:08:39+05:30,2013-06-11 00:08:43+05:30,4.0,230.75390625
television,4,2013-06-11 02:42:00+05:30,2013-06-11 02:48:43+05:30,403.0,107.058837890625
water filter,5,2013-06-11 03:50:16+05:30,2013-06-11 03:57:59+05:30,463.0,46.88720703125
air conditioner,2,2013-06-11 03:49:22+05:30,2013-06-11 04:22:18+05:30,1976.0,1061.704833984375
laptop computer,1,2013-06-11 03:49:27+05:30,2013-06-11 04:27:10+05:30,2263.0,56.260498046875
laptop computer,1,2013-06-11 04:47:27+05:30,2013-06-11 04:57:42+05:30,615.0,60.11962890625
water filter,5,2013-06-11 05:18:56+05:30,2013-06-11 05:22:00+05:30,184.0,36.92041015625
kitchen outlets,3,2013-06-11 05:50:29+05:30,2013-06-11 06:22:59+05:30,1950.0,481.9061279296875
television,4,2013-06-11 05:33:33+05:30,2013-06-11 06:32:48+05:30,3555.0,91.40054321289062
water motor,0,2013-06-11 06:53:00+05:30,2013-06-11 06:53:16+05:30,16.0,206.199462890625
water motor,0,2013-06-11 06:54:01+05:30,2013-06-11 06:54:12+05:30,11.0,201.93572998046875
water motor,0,2013-06-11 06:55:01+05:30,2013-06-11 06:55:18+05:30,17.0,192.02569580078125
water filter,5,2013-06-11 06:35:03+05:30,2013-06-11 06:57:29+05:30,1346.0,34.13751220703125
water motor,0,2013-06-11 07:01:36+05:30,2013-06-11 07:01:44+05:30,8.0,209.29920959472656
water motor,0,2013-06-11 06:59:52+05:30,2013-06-11 07:04:54+05:30,302.0,183.81321716308594
television,4,2013-06-11 07:35:21+05:30,2013-06-11 07:35:25+05:30,4.0,117.91802978515625
water filter,5,2013-06-11 07:01:57+05:30,2013-06-11 07:36:59+05:30,2102.0,31.235107421875
water filter,5,2013-06-11 07:42:23+05:30,2013-06-11 07:43:09+05:30,46.0,33.5863037109375
water filter,5,2013-06-11 08:09:18+05:30,2013-06-11 08:24:46+05:30,928.0,44.86627197265625
laptop computer,1,2013-06-11 08:24:52+05:30,2013-06-11 08:34:40+05:30,588.0,68.24435424804688
water filter,5,2013-06-11 09:13:06+05:30,2013-06-11 09:15:11+05:30,125.0,37.65277099609375
water filter,5,2013-06-11 09:37:51+05:30,2013-06-11 09:43:54+05:30,363.0,39.095306396484375
television,4,2013-06-11 10:29:10+05:30,2013-06-11 10:29:50+05:30,40.0,99.6160888671875
laptop computer,1,2013-06-11 09:55:14+05:30,2013-06-11 10:32:03+05:30,2209.0,49.85223388671875
water filter,5,2013-06-11 11:14:10+05:30,2013-06-11 11:15:36+05:30,86.0,31.430572509765625
water filter,5,2013-06-11 11:19:24+05:30,2013-06-11 11:39:40+05:30,1216.0,49.2847900390625
television,4,2013-06-11 11:47:12+05:30,2013-06-11 11:49:30+05:30,138.0,93.59979248046875
laptop computer,1,2013-06-11 11:58:52+05:30,2013-06-11 12:11:02+05:30,730.0,65.11196899414062
laptop computer,1,2013-06-11 12:22:18+05:30,2013-06-11 12:40:08+05:30,1070.0,73.28359985351562
laptop computer,1,2013-06-11 12:51:32+05:30,2013-06-11 12:55:13+05:30,221.0,50.807769775390625
laptop computer,1,2013-06-11 13:02:09+05:30,2013-06-11 13:07:13+05:30,304.0,59.74609375
water filter,5,2013-06-11 12:56:02+05:30,2013-06-11 13:42:14+05:30,2772.0,30.2266845703125
laptop computer,1,2013-06-11 14:03:42+05:30,2013-06-11 14:08:09+05:30,267.0,55.286956787109375
laptop computer,1,2013-06-11 14:09:23+05:30,2013-06-11 14:41:05+05:30,1902.0,63.874298095703125
television,4,2013-06-11 14:59:54+05:30,2013-06-11 15:11:18+05:30,684.0,120.0289306640625
laptop computer,1,2013-06-11 15:19:56+05:30,2013-06-11 15:21:37+05:30,101.0,55.585113525390625
water filter,5,2013-06-11 15:27:15+05:30,2013-06-11 15:43:05+05:30,950.0,40.47979736328125
water filter,5,2013-06-11 15:58:32+05:30,2013-06-11 16:12:36+05:30,844.0,39.39715576171875
laptop computer,1,2013-06-11 15:28:51+05:30,2013-06-11 16:17:52+05:30,2941.0,66.17929077148438
water filter,5,2013-06-11 16:36:44+05:30,2013-06-11 16:45:45+05:30,541.0,40.26837158203125
water filter,5,2013-06-11 15:51:17+05:30,2013-06-11 16:46:14+05:30,3297.0,31.107086181640625
kitchen outlets,3,2013-06-11 17:02:41+05:30,2013-06-11 17:30:15+05:30,1654.0,457.32904052734375
water filter,5,2013-06-11 17:19:59+05:30,2013-06-11 17:37:32+05:30,1053.0,44.3868408203125
kitchen outlets,3,2013-06-11 17:47:29+05:30,2013-06-11 17:47:42+05:30,13.0,400.7264709472656
kitchen outlets,3,2013-06-11 17:48:01+05:30,2013-06-11 17:48:10+05:30,9.0,448.817626953125
kitchen outlets,3,2013-06-11 17:48:37+05:30,2013-06-11 17:48:39+05:30,2.0,361.5998229980469
water motor,0,2013-06-11 17:48:52+05:30,2013-06-11 17:49:02+05:30,10.0,290.8179931640625
kitchen outlets,3,2013-06-11 17:48:29+05:30,2013-06-11 17:49:13+05:30,44.0,491.8963623046875
water motor,0,2013-06-11 17:50:38+05:30,2013-06-11 17:50:43+05:30,5.0,212.86663818359375
water motor,0,2013-06-11 17:51:39+05:30,2013-06-11 17:51:51+05:30,12.0,183.82940673828125
water motor,0,2013-06-11 17:52:33+05:30,2013-06-11 17:52:44+05:30,11.0,278.0788879394531
kitchen outlets,3,2013-06-11 17:55:25+05:30,2013-06-11 17:55:35+05:30,10.0,522.5657958984375
kitchen outlets,3,2013-06-11 17:55:57+05:30,2013-06-11 17:56:25+05:30,28.0,558.8856201171875
kitchen outlets,3,2013-06-11 17:55:47+05:30,2013-06-11 17:56:47+05:30,60.0,631.981201171875
water filter,5,2013-06-11 18:00:32+05:30,2013-06-11 18:11:50+05:30,678.0,42.633636474609375
laptop computer,1,2013-06-11 18:53:29+05:30,2013-06-11 19:09:26+05:30,957.0,50.18267822265625
laptop computer,1,2013-06-11 18:53:21+05:30,2013-06-11 19:10:56+05:30,1055.0,50.55419921875
water filter,5,2013-06-11 19:19:23+05:30,2013-06-11 19:20:19+05:30,56.0,35.00933837890625
laptop computer,1,2013-06-11 19:30:02+05:30,2013-06-11 19:31:24+05:30,82.0,67.51348876953125
laptop computer,1,2013-06-11 19:21:42+05:30,2013-06-11 19:34:37+05:30,775.0,80.77447509765625
television,4,2013-06-11 19:09:22+05:30,2013-06-11 19:44:55+05:30,2133.0,86.27923583984375
water filter,5,2013-06-11 19:30:42+05:30,2013-06-11 20:17:48+05:30,2826.0,44.790802001953125
water filter,5,2013-06-11 20:29:26+05:30,2013-06-11 20:44:09+05:30,883.0,41.240509033203125
television,4,2013-06-11 21:13:46+05:30,2013-06-11 21:14:34+05:30,48.0,83.7344970703125
water filter,5,2013-06-11 20:46:42+05:30,2013-06-11 21:18:00+05:30,1878.0,40.636474609375
water filter,5,2013-06-11 20:46:03+05:30,2013-06-11 21:35:38+05:30,2975.0,36.6361083984375
television,4,2013-06-11 21:12:04+05:30,2013-06-11 21:35:51+05:30,1427.0,94.4588623046875
water filter,5,2013-06-11 21:37:10+05:30,2013-06-11 21:37:44+05:30,34.0,30.93438720703125
laptop computer,1,2013-06-11 21:12:07+05:30,2013-06-11 21:40:24+05:30,1697.0,60.329833984375
water filter,5,2013-06-11 21:42:31+05:30,2013-06-11 21:48:16+05:30,345.0,36.01025390625
kitchen outlets,3,2013-06-11 21:59:43+05:30,2013-06-11 22:29:37+05:30,1794.0,364.2001953125
water filter,5,2013-06-11 22:20:03+05:30,2013-06-11 22:30:56+05:30,653.0,31.72021484375
laptop computer,1,2013-06-11 22:08:09+05:30,2013-06-11 22:41:50+05:30,2021.0,50.64013671875
water filter,5,2013-06-11 22:11:53+05:30,2013-06-11 22:48:56+05:30,2223.0,38.8701171875
kitchen outlets,3,2013-06-12 01:03:41+05:30,2013-06-12 01:35:42+05:30,1921.0,422.51116943359375
laptop computer,1,2013-06-12 02:07:41+05:30,2013-06-12 02:17:35+05:30,594.0,61.065582275390625
